0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Flight_Cancelled
-1.7314735534926655,0.8097381796421109,-0.24181182317316968,-1.0778255736539561,1.0104114873213283,-1.5492026320698453,-1.0284024154259517,-0.7819632205248379,-0.11569780220069045,-0.13086756727917948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
-1.7303188528901363,-0.07164857199689349,0.39535127324286123,0.08190604561055612,-1.4697345296676956,-0.10969080149017123,-1.5953330586289514,1.4785249035618557,-0.5011092087755302,-1.204954062552978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True
-1.729164152287607,-0.6994240637947216,0.6684211717068744,0.8067383076508763,-0.47767612287208605,0.7540162968576332,-1.4798178779297142,-0.31551329015774243,1.4609749905297136,-0.876503849648842,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
-1.7280094516850777,-0.2710651325933084,1.6089952664162535,-1.5127249308781483,-1.4697345296676956,0.4661139307416984,0.45666300468634824,-0.49491710952970225,-0.9220603164760683,-0.03994621514652612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
-1.7268547510825483,-0.9535371264066828,0.678534871649986,1.0966712124670044,1.506440690719133,1.6177233952054377,-0.0647242285292861,-0.8178439843992299,1.0409888185435292,-1.6788615232689628,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
-1.725700050480019,1.552967713663534,-0.5351091215234062,-1.2227920260620202,0.5143822839235235,-1.2613002659539105,-1.699494212512573,-0.7819632205248379,-0.061868373915315154,-0.3104300486110014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
-1.7245453498774899,-0.5169289621644871,1.9124062647096014,0.08190604561055612,0.018353080525718737,0.7540162968576332,1.5332724710281522,0.8326711538228003,1.8704622424064605,0.5486625487398952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
-1.7233906492749604,0.22446004717020743,-0.2721529230025045,1.6765370220992606,1.506440690719133,0.4661139307416984,0.45424081229901714,-0.5307978734040942,0.5171189261618092,0.006328101298885244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
-1.7222359486724312,0.19591168897990754,0.9313773702277761,0.5168054028347482,-0.9737053262698908,1.6177233952054377,-0.029430408203653936,0.4021019873300968,-1.1163123642071793,0.2781448840746262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
-1.7210812480699018,0.5704249859633526,-0.5755639212958525,-0.9328591212458922,1.0104114873213283,0.7540162968576332,-0.8646222989177879,-0.8896055121480139,-0.1537134724311188,-0.6403113213087043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False
-1.7199265474673726,1.542728356638826,-0.7778379201580846,-0.6429262164297641,-0.47767612287208605,-0.6854955337220409,0.4613043932240047,0.1150558763349611,-1.3886291096870749,-1.1259311437394144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
-1.7187718468648434,-0.745980829690977,-1.3644325168585574,0.5168054028347482,1.506440690719133,0.7540162968576332,-0.5499987752428893,1.7655710145569914,-0.6217268722985418,0.9941518007893018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
-1.717617146262314,0.6164827388193072,-1.2936366172567761,0.08190604561055612,0.018353080525718737,-1.2613002659539105,0.9581118786909245,-0.6424269125821177,-1.0202774868505,1.7015554431421787,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
-1.7164624456597848,-0.42459446260959494,-0.4744269218647365,1.5315705696911965,-0.47767612287208605,-1.5492026320698453,0.5455065442114482,-0.0643479430369987,1.362408205766023,-0.017401102937707417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
